Title,Company name,Job location,Work experience,Portal link,job listing link,Company's Rating,No. of openings,Applicants,Job_posting_date,Minimum salary,Maximum salary,Average salary,Benefits,Others,Education details,Skills,About company,Job description
Architect,Shree Venkatesh Buildcon,Pune Shivaji Nagar ,8  10 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-shree-venkatesh-buildcon-pune-8-to-10-years-111223005839,4.8,2,16,2024-05-30,Min 3 LPA,Max 5.1 LPA,Avg. salary - 4.1 LPA,"['Health Insurance', 'Soft Skill Training', 'Job Training', 'Team Outings', 'Gym', 'Transport']","['Role: Architect Industry Type: Real Estate (Co-working) Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: B.Arch in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills High Rise BuildingArchitectureResidentialAutoCADPresentation Drawings SketchupCoordinationDetailingArchitectural DesignREVITDetail DrawingsReal Estate ConstructionDraftingWorking DrawingsConcept Design'],"About company About Us- Venkatesh Buildcon is a real estate company based in Pune since 2000. Over the past 23 years we have delivered 5500+ homes and built over 50L+ sq.ft. area and are developing around 70L+ sq.ft. area, currently in and around Pune. Vision To enhance the quality of life of our customers by delivering on-time, high quality, value for money housing in India. Mission – To offer affordable luxury homes to all and carving a niche in the realty market. Our Values Legal Compliances Being in the real estate industry, all the legal compliances should be essentially recognized and duly incorporated from time to time. Venkatesh Buildcon ensures that it complies and considers all the current changes that have taken place in the real estate rules, regulations and policies. Timely Delivery As the saying goes ""Time Is Money"", at Venkatesh Buildcon we stand strong by the true value of timely delivery. We ensure that we never skip our deadlines as our professional team makes it a priority to match timelines with complete efficiency. Transparency With us, you will never be left second-guessing; all our services are upfront and transparent. We have enough experience under our belt to offer services that you will remember for a lifetime! Ongoing Projects Venkatesh Erandwane Central Erandwane | 2, 3 & 4 BHK superlative 650 homes Venkatesh Skydale Besides Rajaram Bridge | 2, 3, 4 & 5 BHK luxury 500 homes Venkatesh Viom Kothrud depot | 2 & 3 BHK luxury 80 homes Venkatesh Graffiti Elan & Glover Keshavnagar, Mundhwa | 2 BHK Green 600 Homes Midori Towers Pimple Nilkah | 2, 3 & 4 BHK Duplexes Vertica Balewadi High Street | 12 L sq.f.t commercial spaces Completed Projects Venkatesh Residency Ambegaon Venkatesh Graffiti Keshav Nagar Mundawa Venkatesh Puram Ambegaon Venkatesh Lake Vista Ambegaon Shalini Vishwa Katraj /Ambegaon Venkatesh Joynest Lomi Kalbhor Venkatesh Shrushti Vadgaon Venkatesh Lake Orchid Ambegaon Venatesh Nisarg Vadgaon Venkatesh Navita Ambegaon Venkatesh Serenity Dhayari Venkatesh Lake Life Ambegaon Venkatesh Sharvil Dhayari Venkatesh Graffiti Elite Keshav Nagar Mundhwa Venkatesh Bilwa Dhayarigaon Venkatesh Vrundavan Vadgaon Venkatesh Kshitij Ambegaon Shubham Residency Ambegaon Awards & Achievements Real Estate Icons of Pune (2022) by Times of India Presentation - Shree Venkatesh Buildcon Pvt. Ltd. Real Estate Awards (2022) by Lokmat & News18 – Certificate of Appreciation Presented to our CMD Top Trusted Brand (2021) by Pune Times Mirror to our Company - Shree Venkatesh Buildcon Pvt. Ltd. Promising Real Estate Developer (2021) by Times Of India - Inspiring Men and Women of the Year to our CMD India’s Leading Brand - Rising Star” (2021) by Fortune India Exchange Times Men of the Year 2020 (West India) by Times of India to our CMD Business Leader of the Year (2020) by Pride of Maharashtra SME (MIEDA) to our CMD Achievers of Maharashtra 2020 by Sakal Media Group to our CMD Recruiter Contact Details - 7028157798 / 7028408308 / 9545656677 Company Info Address: 7Th Floor 701 Vikram Monarch Opp Modibaug Model Colony Shivaji Nagar Pune Maharashtra 411016, PUNE, Maharashtra, India","  Architect  Pre-Feasibility- 1. F.S.I. calculation, plot feasibility in terms of basic design, location, zone, etc. Design- 1. Designing the basic sketch of building as per inputs given from directors, internal and external teams Co-ordination (external)- 1. Co-ordination with third party architect and various design consultants in regards with the basic design proposed/ planned as per company inputs Co-ordination (project kick-off) 1. Identification of consultants required for the proposed project as per design given by third party architects and design consultants 2. Communication/ co-ordination with newly on boarded consultant for finalization of working drawings for project estimation 3. Assisting internal teams for launches and other works Co-ordination (execution) 1. Assisting engineering team from execution to delivery of project 2. Assisting internal teams for customer oriented issues"
Architect,Simba Technologies,Hyderabad,3  6 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-simba-technologies-hyderabad-3-to-6-years-220524500924,5.0,1,Less than 10,2024-05-22,,,,"['Soft Skill Training', 'Transport', 'Job Training', 'Education Assistance', 'Gym', 'Free Food']","['Role: Data warehouse Architect / Consultant Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: DBA / Data warehousing']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills Data migrationData conversionFinancial reportingOracle SQLArchitectureProject managementproject governanceTeam Leaderdata mappingSQL scripting'],"About company Simba Technology Ltd (Kenya) was established in 1996 to be a leading system integrator in Africa. Simba Technology has presence in Kenya, Tanzania, Nigeria and Uganda and employs more than 300 qualified and dedicated professionals.","   The    Team Lead, Data Conversion    will build positive relationships with customers and serve as a primary point of contact for large scale complex product implementations and business-led change initiatives. The role will include, but is not limited to:           Leading the data conversion team to implement conversion implementation project deliverables.     Collaborating with client operations and executive teams, confirming business requirements, and aligning to technical requirements.     Understanding project status and facilitate achievement of project objectives and priorities.     Identifying process gaps and facilitating continuous refinement of conversion methodology.     Overseeing data-related initiatives and identifying innovation and improvement opportunities.     Adapting to and incorporating best practices across the conversion team while documenting and communicating to impacted stakeholders.     Acting as an escalation point for active client engagements.     Facilitating the accurate and timely integration mapping of client data from source system to our industry-leading platform.     Applying and staying within the requirements of project governance, standards, and processes.     Working in collaboration with project managers in the successful delivery of key projects and objectives.     Developing a deep understanding of conversion products sufficient to facilitate decision-making at various levels.     Communicating appropriately to internal and external stakeholders about the project deliverables and key updates.     Training and mentoring other data conversion team members.          Experience performing rapid assessments and being able to distill key themes as early as possible in an assessment process.     Experience with assessing data and analytic requirements to establish mapping rules from Working experience us"
Architect,Skills and Placements Services Bhopal,Chennai,2  3 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-skills-and-placements-services-bhopal-chennai-2-to-3-years-290524010048,,2,18,2024-05-29,,,,[],"['Role: Architect Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']","['Education UG: Diploma in Architecture, B.Tech/B.E.']",['Key Skills Skills highlighted with ‘‘ are preferred keyskills SketchupArchitectural Design AutoCADInteriorsVRAY3Ds MaxInterior Designing'],About company We are a placement company and we are hiring for our clients. and we didn't charge from any candidates Company Info Address: Contact:8602110478,"We are hiring Architects for our team, who have a minimum of 2 years of experience with skills in Interior, Sketchup,3Dmax, V-ray, and CAD."
Architect,SLK Software,Bengaluru,15  20 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-slk-software-services-private-limited-bengaluru-15-to-20-years-270524500545,3.5,1,23,2024-05-27,Min 17 LPA,Max 35 LPA,Avg. salary - 30.8 LPA,"['Soft Skill Training', 'Cafeteria', 'Team Outings', 'Job Training', 'Health Insurance', 'Transport']","['Role: Solution Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills ArchitectAutomationAgileBack officeIssue resolutionProject planningManagementRisk managementStakeholder management'],"About company SLK is a global technology services provider focused on bringing AI, intelligent automation, and analytics together to create leading-edge technology solutions for our customers through a culture of partnership, led by an evolutionary mindset. For over 20 years, weve helped organizations across diverse industries - insurance providers, financial service organizations, investment management companies, and manufacturers - reimagine their business and solve their present and future needs.","     Experience in back office back office/Products/automation payments/OMNI       Delivery Manager role or Program manager with 15+ of IT experience and coming from Development background.      Experience in project planning, execution, tracking.     Good exposure on risk management and issue resolution     Excellent exposure in Agile methodologies     Has managed large programs with more than 20+ team members across multiple projects.     He is organized, task focused, and a natural leader and team builder.     Experience in working Customers across multiple geographies     Experience in providing and recommending the solutions to the customers in the competitive landscape     Excellent communication skills     Stakeholder management     Vendor management     He She is able to help oversee and coordinate the various projects, products, and other strategic initiatives across an organization.     As a program manager he she needs to have technical and tactical skills, and also have an ability to think strategically and focus on an organization   "
Architect,SLK Software,Bengaluru,8  10 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-slk-software-services-private-limited-bengaluru-8-to-10-years-040424501238,3.5,1,Less than 10,2024-05-04,,,Avg. salary - 31 LPA,"['Soft Skill Training', 'Cafeteria', 'Team Outings', 'Job Training', 'Health Insurance', 'Transport']","['Role: Technical Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']","['Education UG: B.Tech/B.E. in Any Specialization PG: MCA in Computers, M.Tech in Any Specialization']",['Key Skills Supply chainSolution architectureWeb technologiesBankingManager TechnologyTechnical architectureOraclemicrosoftOpen sourceSolution Architect'],"About company SLK is a global technology services provider focused on bringing AI, intelligent automation, and analytics together to create leading-edge technology solutions for our customers through a culture of partnership, led by an evolutionary mindset. For over 20 years, weve helped organizations across diverse industries - insurance providers, financial service organizations, investment management companies, and manufacturers - reimagine their business and solve their present and future needs.","     Participate in requirement discussions with relevant stake holders. Create various views of the architecture. Adapt relevant techniques in designing the solution meeting the business need. Adapts matured design methodologies resulting in optimal technical architecture.     Influence project team priorities as well as resolve technical issues     Adheres to governance framework defined by architecture board and ensures deliverables are compliant.      Identify key areas of complexity in solution advised and validates results by building PoCs if it is non existent in the enterprise continuum. Creates relevant Confidence Building Measures. Supports RFI/RFPs in technical solution space as required     Research and evaluate technologies, also be aware of the new trends that align to enterprise needs     Contributes to initiatives aimed at developing the Solution Architecture teams at SLK. Mentors and Coaches teams on the technology selected for development and how various portions of the solution architecture come together.      Ensure solutions provided cover all aspects of the business requirement are implementable and hence there is minimum slippage in project timelines due to design faults and no increase in project costs.           EDUCATION QUALIFICATION               Degree: B.E\B.Tech\M.Tech\MCA     Certifications (if any): Technology related (Ex: Java, Microsoft)               MINIMUM EXPERIENCE REQUIRED               Overall (in years): 8 - 10 years     Relevant (in years): 2-3 years               DOMAIN/ FUNCTIONAL SKILLS               Java/JEE, .Net Family, Web technologies and other open source technologies     Domains : Banking, Supply chain and Manufacturing     Products: Oracle, IBM, MS suite of products     Team collaboration, presentation and negotiation skills         "
Architect,Sthapati Designers  Consultants,Navsari,0  4 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-sthapati-designers-consultants-navsari-0-to-4-years-290524008263,,1,14,2024-05-29,,,,[],"['Role: Other Consulting - Other Industry Type: Architecture / Interior Design Department: Consulting Employment Type: Full Time, Permanent Role Category: Other Consulting']",['Education UG: B.Arch in Architecture'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills DrawingDroughtingArchitectural planningDesigning3D Modeling SketchupDetailingREVITDetail DrawingsWorking DrawingsPresentation DrawingsConcept DesignInterior Designing'],"About company SDCPL is a multi disciplinary Consulting Engineering company. Providing wide area for its engineers & architects to explore out. Company Info Address: Sthapati Designers &amp; Consultants Pvt. Ltd., Ohm Chambers, Station Road, Navsari-396445 (Guj).","Preparation and checking of preliminary designs, working drawings, services coordination, Client coordination, presentation and managing stake holders meetings"
Architect,Studio Lotus,New Delhi,0  2 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-amrish-arora-interior-new-delhi-0-to-2-years-060524500946,2.1,1,105,2024-05-06,Min 4 LPA,Max 7 LPA,Avg. salary - 4.9 LPA,"['Team Outings', 'Education Assistance', 'Free Food', 'Gym', 'Health Insurance', 'Child Care']","['Role: Architecture & Interior Design - Other Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills ArchitectBasicTeam leadingAutoCADIllustratorCADMEPPhotoshopMS OfficeLotus'],"About company We are a New Delhi-based multidisciplinary design practice whose work seamlessly weaves interior and exterior spaces, from large architectural ideas to the smallest of furniture details.","   Ability to design spaces as per the Studio Lotus design principles, processes and values. Understand the art and science of      building design. Liaising with the stakeholders to manage and execute the assigned task. Effectively demonstrates      alignment to Organization values complies with all systems and processes and effectively contributes towards      Organization s growth and performance.      Requirements Skill-sets and Knowledge      Ability to generate ideas/ concepts and contribute to the design process.      Ability to understand and formulate design decisions and present the same for discussion to the internal team.      Ability to take initiative and respond appropriately to direction or instruction.      Ability to effectively plan and meet deadlines for deliverables.      Proficiency in AutoCAD (advanced CAD drafting skills). Proficiency in visualisation software such as SketchUp, Photoshop,      Illustrator and other basic software such as Microsoft Office Suite.      Basic knowledge and understanding of materials & material application, construction methodology, all MEP Services.      Ability to prepare 3D physical models.      Ability to work in teams and contribute to multiple projects.      Must have an eye for detail and quality output.      Ability to communicate effectively with clarity both verbally and in writing.      Ability to learn, improve knowledge and skills required to meet the expectations of the role.    "
Architect,Success Stories Job Placement Consultancy,Kolkata Sector 5 Salt Lake ,3  8 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-success-stories-placement-consultancy-kolkata-3-to-8-years-010624003981,,1,Less than 10,2024-06-01,,,,[],"['Role: Architect Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: B.Arch in Architecture PG: M.Arch in Architecture'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills Design Development Working DrawingsArchitectural Design'],About company Call : 7980974435,"Call : 7980974435 Required Senior & Junior Architect for a very reputed Architect Company in Sector V, Salt Lake M. Arch or B Arch Experience 3 to 8 Years Very Good Communication skill. Experience in design development & workings drawings"
Architect,Svabs GroupChennai,Chennai Triplicane ,0  4 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-svabs-group-chennai-chennai-0-to-4-years-240524005593,,3,133,2024-05-24,,,,[],"['Role: Architecture & Interior Design - Other Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: B.Arch in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills SketchupAutoCADPhotoshop LumionVRAY'],"About company We are Architectural Studio in Chennai with 15+years of experience in dealing Residential ,Commercial and Mixed use.We have 35+ projects in and around Chennai , few parts of Tamil Nadu and Bangalore.   Company Info Address: Triplicane,Chennai,Tamil Nadu 600005 Contact number - 044-28444900"," Role & responsibilities   To design and develop architectural drawings, develop 3D model, Site coordination and collaborate with structural team, MEP and landscape team.  To prepare presentations for meetings. Preferred candidate profile   B.Arch with expertise in drawing development with 1 to 4 years of experience in an architectural projects Proficient in Auto CAD, Sketchup and Photoshop"
Architect,Trent HypermarketA Tata Enterprise,Mumbai Wadala ,1  6 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-trent-hypermarket-a-tata-enterprise-mumbai-1-to-6-years-270524007284,4.1,1,11,2024-05-27,Min 6.8 LPA,Max 7.8 LPA,Avg. salary - 7.1 LPA,"['Job Training', 'Health Insurance', 'Soft Skill Training', 'Team Outings', 'Education Assistance', 'Cafeteria']","['Role: Architect Industry Type: Retail Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: B.Arch in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills AutoCADdesign'],"About company STAR Bazaar, a TATA & TESCO ENTERPRISE, is a multi-format hypermarket chain present in Mumbai, Pune, Kolhapur, Aurangabad and Bengaluru. We are also present in express format known as Star Daily in Pune. Each of our 11 hypermarket stores are spread over a large area ( 40000 80000 sq. ft.) and offer the entire spectrum of product categories, ranging from fresh food, grocery, apparel, general merchandise and consumer durables. We provide a range of more than 30,000 items at great prices, showcased in a modern shopping environment and backed by the strong values of the Tata Group. We also offer a wide range of services and facilities to our customers such as express counters, free wheat grinding, live bakery, free home delivery within a specified radius and for a minimum value, modern shopping environment, serviced by friendly staff and shopper friendly return policies, trial rooms and alteration facilities. Star Bazaar is a unit of Trent Hypermarket Ltd which is part of the Trent Limited, a Tata Group Company in retailing, is a Rs. 1,845 Crore enterprise with 100 stores in 38 cities across the formats like Westside, Star Bazaar and Landmark. y profile, things you would want to highlight to jobseekers. Company Info Address: Plot No. 231,Kakade Camp Camp Pune,Pune, PUNE, Maharashtra, India Awarded by AmbitionBox Winner of ABECA 2024 - AmbitionBox Employee Choice Awards Learn more",Role & responsibilities     Roles & Responsibilities To carry out feasibility check for new properties as per brand      guidelines To prepare retail store fixture layout To prepare good for construction drawings To visit site to take measurements & meeting Interested candidates can reach out to Rajesh Satve at 7045541073
Architect,Voyants Solutions,Bhubaneswar,5  8 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-voyants-solutions-bhubaneswar-5-to-8-years-230524003954,3.7,1,10,2024-05-23,Min 3.4 LPA,Max 7 LPA,Avg. salary - 4.5 LPA,"['Transport', 'Health Insurance', 'Work From Home', 'Job Training', 'Team Outings', 'Free Food']","['Role: Other Industry Type: Engineering & Construction Department: Other Employment Type: Full Time, Permanent Role Category: Other']",['Education UG: B.Arch in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills AutoCAD REVITAdobe Creative Suite'],"About company Voyants Solutions Private Limited (VSPL) is one of India's premier infrastructure services firms providing end-to-end integrated infrastructure solutions across the entire value chain. From Master Planning, Environmental Management, Architecture, Engineering, Design to Project Management; our multifarious teams have helped multilateral, public and private sector clients in their endeavour to build infrastructure for tomorrow. Our teams have delivered some of the most innovative, challenging and fast-track projects across India, Asia and Africa. Company Info Address: 403,4TH,PARK CENTRA,NH-8, OPP 32ND MILESTONE,SECTO R-30, GURUGRAM , GURGAON, Haryana, India","Name of Project:   Selection of Consultant for Establishment and Operationalization of State Level Programme Management Unit (PMU) For Directorate of Town Planning, Odisha Scope of work:   (i) The PMU will provide technical assistance in various aspects such as development of uniform structure of data collection, SOPs for regularizing building plan/ layout scheme, departments benchmark their progress, revised indicators with quantifying deliverables, identifying priority areas and sharing best practices. (ii) Strengthening capacity of the ULBs to ensure smooth delivery of town planning functions (iii) The PMU will provide the technical guidance to the ULBs/SPAs/DAs on preparation of Comprehensive Development plan/ Master Plan. (iv) Ensuring compliance of the town planning rules and regulations across the State (v) The PMU will also provide assistance in analysis of various reports and performance of the State with a purpose of bringing in improvements across various town planning activities. (vi) The PMU will ensure inter departmental coordination and continuous interaction and liaison with concerned Govt. of India & TCPO. (vii)The PMU will help in preparing a comprehensive framework for analysis of the building plan/layout plan application received through OBPAS and provide advisory support for necessary action by the concerned ULBs. Specific Experience (If any)  Experience in the field of Urban Design, Planning and Building Standards, rules and regulations and Urban Policies. Knowledge in Microsoft Office and software programs such as AutoCAD, Revit, Adobe Creative Suite, Newforma, etc. Working knowledge of Vector Works Advanced communication and presentation skills. Experience of working with Urban Local Bodies or State Urban Departments would be preferable. Role & responsibilities   Managing design projects from concept development through to completion. Developing and presenting project proposals. Adjusting designs and plans to meet the department needs. Preparing drawings, blueprints, specifications, and construction documents. Taking into account constraints such as town planning legislation, environmental impacts and project budgets Create architectural designs based on urban department input and feedback. Adjust contracts and designs to meet the changing needs of departments. Ensure that all works are carried out to specific standards, building codes, guidelines and regulations. Undertaking Urban Development initiatives as per the priorities of State Government."
Architect,We Design,Delhi  NCR,0  5 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-we-design-delhi-ncr-0-to-5-years-030624001126,5.0,1,Less than 10,2024-06-03,Min 2.7 LPA,Max 4.2 LPA,Avg. salary - 3.3 LPA,[],"['Role: Architect Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: B.Arch in Any Specialization'],['Key Skills experience in making working drawings knowledge of revit would be a plus pointKnowledge of autocad essential'],"About company We Design is a leading Architecture and Interior Design firm in Delhi, established 35 years back, working on Luxury private residences, hospitality and institutional projects Company Info Address: C-3/12, Safderjung Development Area, New Delhi -110016","We require dynamic Architects to work on a variety of projects as a part of the team and individually, co-ordinate with various consultants and site teams , attend meetings with client and project teams"
Architect,WSP,Noida,3  5 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architect-wsp-noida-3-to-5-years-200524001224,4.2,140,,2024-05-20,Min 5.5 LPA,Max 9.5 LPA,Avg. salary - 6.9 LPA,"['Health Insurance', 'Cafeteria', 'Work From Home', 'Team Outings', 'Soft Skill Training', 'Job Training']","['Role: Architecture & Interior Design - Other Industry Type: Engineering & Construction Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: Any Graduate'],['Key Skills architectural designmodelinganalyticalgccbimverbal communicationprojectspecificationsconflict resolutiontechnical designcontractorsdraftingdetailingmanagementleadershipwritingrevitdrawingvalue engineeringcommunication skillsarchitecture'],"About company WSP is one of the world's leading professional services firms. WSP provides technical expertise and strategic advice to clients in the Transportation & Infrastructure, Property & Buildings, Environment, Industry, Resources (including Mining and Oil & Gas) and Energy sectors, as well as offering project and program delivery and advisory services. Its experts include engineers, advisors, technicians, scientists, architects, planners, surveyors and environmental specialists, as well as other design, program and construction management professionals. Company Info Address: India","Main Duties :          Lead technical design and production of design documents from Schematic to IFC   Produce BIM models and sheets with necessary drawings in detail with Revit    Provide technical input with materials, details, and specifications .     Coordinate with suppliers, contractors for the technical optimization of design .    Make sure design is fully integrated with other disciplines through close coordination and proactive design solutions.    Support establishing library of standard details and production process for the most efficient delivery.    Provide effective design management input, review, consultation and advice to the client, to ensure the full intent of projects are realised.   Manage the integration of the design and all related elements into the technical design   Provide effective support into the drafting of design guidelines, briefs, and scope of works   Ability to effectively manage and prepare all design submissions through the design stages, and managing the change process.   Work as part of a multi-discipline development team, to ensure all design   efforts are well coordinated and integrated.   Drive all design efforts to stated programme and scheduled deliverables, costs and quality.   Ensure all designs are aligned to achieving stated and best local, international practices from an Environmental & Sustainability perspective.   Responsible for driving excellence in health and safety, ensuring that risks are minimized in the design process.   Ensure required quality checking / approval procedures are carried out.   Coordinating and liaising on a daily basis internally and on a regular basis with design team to manage options, proposals and recommendations.    Support the Design Director and Project Director as required for the overall programme delivery.   Ensure possible value engineering ideas are identified to cut costs / time and provide recommendations. Manage and approve all proposed VE options     Requirements      3+ years’ experience in major architectural projects, preferably in GCC region.   Experience in delivering design package at detailed design level with Revit.   Proficiency in modelling and drafting with Revit is required.    Degree in architecture, civil engineering, or similar relevant discipline.   Excellent leadership skills and ability to delegate and coordinate responsibilities.   Strong conflict resolution/management skills.   Strong team player with the ability to balance conflicting priorities and take timely decisions.   Excellent analytical skills.   Excellent communication skills, both written and verbal.      "
Architects,Iaad,Gurugram,0  2 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architects-iaad-gurugram-0-to-2-years-290523501995,5.0,1,315,2024-05-04,Min 4.2 LPA,Max 7.8 LPA,Avg. salary - 5.2 LPA,"['Health Insurance', 'Job Training', 'Work From Home', 'Team Outings', 'Child Care', 'Soft Skill Training']","['Role: Architect Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills ArchitectAutoCADinterior architecturePhotoshop'],"About company IAAD is an award winning Interior design firm located in India‚’s millennium city of Gurugram. Incorporated in April of 2007, IAAD has established itself as a practice that creates memorable spatial experiences. Our interior space articulation has covered diverse project types such as:"," Were searching for an energetic, self-motivated, and well-rounded individual to join our community of thoughtful designers as an Architect.        The applicant must have        1. A bachelors degree in Architecture/Interior Architecture and/ Masters in any discipline related to Architecture.    2. 0-4 years of working experience.    3. Proficiency in AutoCAD, Photoshop, and SketchUp    4. Thorough knowledge of design stages, Working processes, and Interior Materials.  "
Architects,Iaad,Gurugram,0  4 years,https://www.naukri.com/,https://www.naukri.com/job-listings-architects-iaad-gurugram-0-to-4-years-290523502128,5.0,1,401,2024-05-04,,,,[],"['Role: Architect Industry Type: Architecture / Interior Design Department: UX, Design & Architecture Employment Type: Full Time, Permanent Role Category: Architecture & Interior Design']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills ArchitectAutoCADinterior architecturePhotoshop'],"About company IAAD is an award winning Interior design firm located in Indias millennium city of Gurugram. Incorporated in April of 2007, IAAD has established itself as a practice that creates memorable spatial experiences. Our interior space articulation has covered diverse project types such as:"," We re searching for an energetic, self-motivated, and well-rounded individual to join our community of thoughtful designers as an Architect.        The applicant must have       1. A bachelor s degree in ArchitectureInterior Architecture and Masters in any discipline related to Architecture.   2. 0-4 years of working experience.   3. Proficiency in AutoCAD, Photoshop, and SketchUp   4. Thorough knowledge of design stages, Working processes, and Interior Materials.    "
ATE Labview architect,Larsen  Toubro LT,Mysore,9  13 years,https://www.naukri.com/,https://www.naukri.com/job-listings-ate-labview-architect-larsen-toubro-l-t-mysore-9-to-13-years-060524003453,4.1,4888,54,2024-05-06,Min 4 LPA,Max 16.4 LPA,Avg. salary - 9.6 LPA,"['Transport', 'Job Training', 'Health Insurance', 'Soft Skill Training', 'Free Food', 'Cafeteria']","['Role: Technical Architect Industry Type: Engineering & Construction Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: B.Tech/B.E. in Any Specialization PG: M.Tech in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills TeststandARINCLabVIEW'],"About company L&T is a major technology, engineering, construction, manufacturing and financial services conglomerate, with global operations. The Company addresses critical needs in key sectors - Hydrocarbon, Infrastructure, Power, Process Industries and Defense - for customers in over 30 countries around the world.  We combine a proven track record and professional skills, woven together with a culture of trust & caring. Consistently rated among the best employers in the country, L&T offers unmatched leadership opportunities & growth. Our approach is built on empowering employees to take on challenging assignments and explore their potential. Company Info Address: LandT House N M Marg Ballard Estate, MUMBAI, Maharashtra, India Awarded by AmbitionBox Winner of ABECA 2024 - AmbitionBox Employee Choice Awards Learn more","Job Description Summary: 1.	The Software Architect reports to Program Manager, mainly focus on Software Platform Innovation. In this role, the Software Architect will work closely with multiple teams and groups including Software Development, Project Management and Quality Assurance, etc. 2.	This role will be focused on the Software Architecture design and guiding team in design and documentation of Software architecture, GUI development, Communication Protocol, Driver development & Test Report Preparation in automated test equipment for aerospace products and systems. 3.	The ATE Software Architect will be responsible for ensuring that the test equipment design meets all of the product testing and test coverage requirements. 4.	The ATE Software Architect should assist in following: a.	Understanding the LRU test needs and requirements b.	Defining best suitable Test system architectures for real time / non real time automated test equipment c.	Hands on experience in automation tool like NI LabVIEW, NI TestStand, & PLC. d.	Hands on experience in dealing with measurement and simulation devices like DMM, oscilloscope, waveform generator, position/speed sensor simulators, temperature and pressure sensor simulators, ADC/DAC cards, etc. e.	Experience is signal conditioning circuits, and cable harness designing f.	Hands on experience in communication buses like ARINC429, ARINC629, CAN, MIL-1553, UART, SPI, I2C, TCP/IP, etc. g.	Experience in working with PXI/LXI/GPIB/USB/Serial programmable devices h.	Experience in high power devices like AC/DC power supplies, AC/DC loads, Motor drives, Dynos preferable i.	Managing ATE application lifecycles data 5.	The ATE Software Architect should be SPOC for Customer technical discussions through written, verbal and presentation media 6.	Interfaces with the team working on Mechanical, software/hardware for success of meeting project schedules Basic Qualifications: 1.	Bachelors or Masters in Electronics/Instrumentation/Electrical Engineering with First Class 2.	8-10 years of exclusive experience in Test System Software Design. Experience in Aerospace preferred. 3.	Good knowledge on NI LabVIEW & NI Teststand is compulsory. 4.	Good problem solving skills and software engineering practices 5.	Experience on various test equipment like NI Hardware, Third party Data Acquisition Systems, DSO, DMM, Analyser, signal generators etc. 6.	Knowledge in communications like Serial, Ethernet, CAN and ARINC 7.	Good usage of tools like Version control, MS OFFICE 8.	Very Good Communication and Presentation Skills"
